Kepler_ID,Teff,kepmag,Log_G
4921962,5730,16.274,4.434
4921980,5843,16.728,4.424
4921986,5849,16.964,4.308
4922018,5768,15.805,4.439
4922078,5850,16.786,4.276
4922087,5697,16.934,4.301
4922197,5836,16.051,4.504
4922233,5748,13.110,4.451
4922241,5819,16.360,4.633
4922253,5737,16.923,4.393
4922303,5917,15.580,4.400
4922349,5732,15.776,4.426
4922352,5877,14.642,4.270
4922462,5863,15.886,4.776
4922480,5690,16.758,4.360
4922545,5787,15.819,4.236
4922607,5887,14.446,4.391
4922620,5759,15.576,4.646
4922731,5746,16.624,4.306
4922732,5700,16.549,4.797
4922785,5802,16.485,4.373
4926846,5640,16.226,5.093
4926968,5788,14.760,4.585
4926984,5722,16.527,4.503
4927008,5752,16.564,4.490
4927046,5706,15.383,4.940
4927052,5772,16.586,4.576
4927090,5644,16.708,4.608
4927113,5761,16.480,4.535
4927218,5754,16.711,4.615
4927219,5643,16.931,4.418
4927269,5701,16.755,4.551
4927275,5685,16.849,5.058
4927288,5886,16.570,4.570
4927312,5672,15.251,4.719
4927336,5863,15.246,4.276
4927350,5812,15.901,4.396
4927407,5785,16.996,4.286
4927411,5832,14.664,4.517
4927534,5706,14.621,4.359
4927569,5821,16.603,4.334
4927578,5662,16.415,4.468
4927585,5702,15.121,4.478
4927597,5859,15.655,4.494
4927621,5770,15.915,4.568
4927634,5722,15.269,4.435
4927646,5895,16.429,4.452
4927656,5774,16.533,4.670
4927663,5702,16.959,4.447
4927695,5870,15.627,4.411
4927725,5925,16.060,4.445
4927754,5726,15.897,4.424
4927759,5786,16.908,4.336
4927782,5716,15.945,4.649
4927799,5870,14.452,4.302
4927816,5685,16.343,4.581
4927817,5815,16.746,4.504
4927819,5827,16.084,4.541
4927860,5906,15.095,4.531
4927862,5860,15.086,4.401
4927864,5747,15.747,4.488
4927889,5715,15.372,4.507
4927891,5762,15.949,4.604
4927914,5732,16.458,4.407
4927964,5630,15.567,4.596
4927997,5878,15.032,4.372
4928007,5823,15.959,4.292
4928091,5661,15.101,4.488
4928164,5735,12.947,4.377
4928204,5786,16.185,4.391
4928218,5660,16.193,4.431
4928220,5703,16.989,4.901
4928270,5751,15.167,4.382
4928290,5808,16.550,4.343
4928362,5725,16.155,4.420
4928405,5695,16.412,4.785
4928542,5702,16.101,4.800
4928553,5821,15.775,4.576
4928560,5656,14.662,4.412
4928576,5676,15.880,4.572
4928605,5789,16.547,4.537
4928664,5863,16.330,4.405
4928690,5928,16.560,4.351
4928751,5821,16.976,4.376
4928773,5895,13.883,4.330
4928791,5749,16.682,4.438
4928847,5859,16.588,4.401
4928862,5727,15.116,4.935
4928954,5798,16.008,4.357
4928974,5914,16.203,4.658
4928979,5652,15.324,4.363
4929029,5715,16.902,4.714
4929036,5862,15.515,4.574
4929076,5809,15.058,4.393
4929162,5915,16.121,4.401
4929182,5767,16.495,4.290
4929214,5642,14.150,4.469
4929225,5705,15.810,4.327
4929228,5691,14.390,4.279
4929259,5900,12.383,4.216
4929269,5714,16.642,4.278
4929271,5927,14.465,4.282
4929277,5753,15.940,4.338
4929320,5914,14.496,4.318
4929392,5793,15.662,4.237
4929488,5917,16.619,4.920
4929518,5691,16.802,4.397
4929554,5738,16.907,4.335
4929609,5728,16.681,4.450
4929622,5806,16.994,4.239
4929643,5675,16.579,4.308
4929679,5871,14.012,4.286
4929685,5871,15.400,4.355
4929691,5822,16.792,4.422
4929694,5794,16.507,4.242
4929726,5816,15.138,4.290
4929727,5904,15.331,4.314
4929785,5919,16.463,4.281
4929790,5803,15.442,4.412
4929802,5736,16.830,4.343
4929808,5705,14.980,4.451
4929820,5823,15.127,4.361
4929858,5791,14.081,4.262
4929905,5869,12.623,4.373
4929917,5743,16.374,4.454
4929923,5895,15.557,4.329
4929938,5660,16.372,4.349
4929971,5743,16.960,4.412
4929975,5628,15.370,4.301
4929983,5856,15.262,4.346
4929987,5726,15.764,4.435
4929989,5687,13.557,4.397
4930080,5884,15.325,4.346
4930082,5676,16.879,4.420
4930085,5700,16.768,4.388
4930096,5641,16.520,4.925
4930117,5656,16.063,4.336
4930141,5815,15.274,4.282
4930162,5853,16.747,4.327
4930204,5788,16.363,4.584
4930246,5698,16.159,4.256
4930255,5724,16.255,4.496
4930288,5835,16.656,4.524
4930301,5775,15.143,4.332
4930310,5736,15.938,4.556
4930316,5812,16.972,4.474
4930340,5774,16.296,4.325
4930393,5844,14.949,4.570
4930394,5697,16.367,4.458
4930405,5657,16.477,4.345
4930408,5700,16.079,4.422
4930411,5678,14.983,4.511
4930416,5879,16.918,4.511
4930441,5915,15.325,4.461
4930447,5701,16.488,4.408
4930456,5651,16.040,4.601
4930473,5819,15.952,4.903
4930523,5814,16.302,4.485
4930581,5909,15.494,4.595
4930585,5797,16.519,4.661
4930605,5673,15.098,4.558
4930625,5752,16.742,4.704
4930638,5740,15.830,4.672
4930652,5704,15.772,4.586
4930659,5707,16.887,4.309
4930663,5856,15.895,4.707
4930669,5712,15.490,4.608
4930694,5896,15.343,4.378
4930700,5679,13.754,4.540
4930701,5758,16.512,4.530
4930721,5827,15.444,4.440
4930802,5745,12.757,4.659
4930863,5693,16.771,4.327
4930880,5840,15.971,4.428
4930913,5840,13.956,4.737
4930979,5756,14.509,4.665
4931034,5917,16.994,4.585
4931046,5790,16.261,4.464
4931069,5695,14.860,4.675
4931119,5662,13.764,4.364
4931126,5734,16.370,4.310
4931206,5726,14.591,4.990
4931227,5750,16.373,4.238
4931230,5927,16.908,4.320
4931335,5690,16.048,4.353
4931344,5775,15.290,4.592
4931421,5818,15.547,4.361
4931430,5711,15.148,4.254
4931442,5688,16.932,4.508
4931528,5817,16.403,4.343
4931592,5852,16.296,4.506
4931626,5876,16.746,4.391
4931628,5756,16.650,4.382
4931661,5854,15.548,4.479
4931678,5772,16.766,4.574
4931717,5684,15.451,4.434
4931813,5824,15.418,4.593
4931841,5644,16.468,4.414
4931862,5648,16.633,4.437
4931866,5806,16.549,4.394
4931867,5854,16.422,4.571
4931896,5912,15.900,4.642
4931950,5670,15.741,4.677
4931955,5782,15.507,4.510
4931978,5813,16.295,4.276
4932020,5824,15.404,4.513
4932081,5764,13.409,4.455
4932157,5634,16.289,4.954
4932181,5748,16.615,4.931
4932209,5908,16.852,4.404
4932232,5927,13.843,4.303
4932233,5762,15.382,4.609
4932239,5857,15.425,4.479
4932286,5879,15.673,4.958
4932288,5792,16.383,4.863
4932313,5780,15.797,4.979
4932317,5733,16.776,4.952
4932379,5782,16.076,4.985
4932442,5925,14.042,4.690
4932465,5896,16.445,4.940
4932478,5766,16.160,4.653
4932500,5835,15.412,4.496
4932501,5923,16.999,4.325
4932538,5869,16.626,4.584
4932542,5789,13.692,4.659
4932568,5723,16.422,5.099
4932604,5830,15.806,4.710
4932727,5756,14.488,4.606
4932728,5679,16.837,4.572
4932751,5703,16.672,4.461
4932754,5747,13.516,4.313
4932755,5749,15.279,4.610
4932800,5843,16.658,4.406
4932808,5917,16.923,4.601
4932822,5705,16.923,4.520
4932835,5795,16.714,4.485
4932848,5800,14.990,4.551
4932896,5872,14.625,4.655
4932939,5663,16.403,4.520
4933027,5763,14.650,4.539
4933035,5655,15.666,4.573
4933050,5852,16.786,4.378
4933065,5703,15.998,4.606
4933089,5777,16.835,4.480
4933098,5862,14.789,4.519
4933104,5725,15.520,4.724
4933160,5717,16.566,4.542
4933168,5855,14.047,4.631
4933206,5631,14.790,4.426
4933290,5638,16.063,4.270
4933303,5739,15.768,4.499
4933310,5843,16.216,4.491
4933320,5787,16.079,4.492
4933329,5795,14.871,4.588
4933377,5847,16.211,4.729
4933398,5770,15.209,4.568
4933400,5749,15.888,4.602
4933417,5901,16.034,4.995
4933446,5806,13.267,4.634
4933585,5650,13.341,4.528
4933605,5803,16.437,4.573
4933615,5697,15.319,4.413
4933649,5877,15.313,4.596
4933684,5728,15.933,4.550
4933698,5897,14.764,4.638
4933709,5775,15.753,4.582
4933730,5700,16.517,4.455
4933747,5878,16.889,4.273
4933820,5716,16.326,5.063
4933846,5775,14.419,4.459
4933875,5634,16.031,4.532
4933949,5823,16.366,4.687
4933953,5888,15.946,4.709
4933974,5677,16.388,4.646
4934010,5848,15.534,4.327
4934024,5760,16.998,4.512
4934072,5650,15.086,4.489
4934081,5856,16.822,4.528
4934110,5651,15.577,4.518
4934239,5776,14.552,4.387
4934258,5824,16.664,4.380
4934305,5883,15.446,4.471
4934313,5653,15.782,4.494
4934318,5919,16.972,4.407
4934329,5877,16.315,4.304
4934367,5923,14.975,4.399
4934373,5752,16.621,4.458
4934376,5651,16.103,4.408
4934420,5898,15.808,4.427
4934428,5901,16.706,4.674
4934429,5631,16.151,4.667
4934475,5730,15.870,4.599
4934504,5913,16.726,4.439
4934508,5843,16.459,4.284
4934557,5690,14.567,4.347
4934599,5774,16.901,4.258
4934621,5633,16.207,4.423
4934645,5698,15.694,4.338
4934652,5823,16.434,4.230
4934704,5665,16.192,4.461
4934707,5814,15.332,4.307
4934736,5688,16.261,4.248
4934777,5860,15.650,4.396
4934803,5647,16.580,4.449
4934807,5636,14.692,4.520
4934813,5877,14.245,4.423
4934831,5657,16.720,4.355
4934905,5631,16.314,4.337
4934928,5786,14.920,4.527
4934957,5647,16.913,4.602
4934969,5815,14.756,4.614
4934987,5908,16.349,4.526
4934995,5688,16.699,4.643
4935002,5696,16.707,4.474
4935043,5755,15.138,4.359
4935074,5650,16.767,4.342
4935087,5818,15.939,4.289
4935098,5664,16.795,4.444
4935112,5823,14.409,4.300
4935169,5756,16.712,4.320
4935185,5658,14.720,4.696
4935245,5668,15.503,4.425
4935252,5829,16.170,4.579
4935277,5697,16.548,4.538
4935292,5909,15.160,4.550
4935315,5900,14.680,4.449
4935333,5857,16.284,4.276
4935369,5657,16.701,4.418
4935377,5757,16.642,4.381
4935382,5630,16.047,4.492
4935385,5847,16.554,4.689
4935389,5795,16.765,4.310
4935405,5824,14.754,4.654
4935420,5891,16.185,4.542
4935465,5689,16.759,4.289
4935467,5710,15.922,4.339
4935474,5847,16.908,4.288
4935493,5781,15.604,4.620
4935578,5873,15.446,4.835
4935598,5664,16.337,4.705
4935701,5842,15.152,4.331
4935708,5733,16.465,4.562
4935754,5780,16.524,4.443
4935898,5754,16.233,4.596
4936020,5817,15.681,4.586
4936032,5658,16.909,4.464
4936110,5793,16.859,4.479
4936141,5898,15.758,4.281
4936149,5894,16.604,4.314
4936187,5658,16.337,4.590
4936246,5871,15.720,4.218
4936259,5914,15.834,4.317
4936332,5911,16.980,4.649
4936404,5912,14.892,4.676
4936428,5888,16.727,4.733
4936493,5915,15.799,4.416
4936545,5699,16.816,4.623
4936577,5654,16.309,4.295
4936670,5628,16.974,4.642
4936740,5819,14.589,4.434
4936780,5717,16.440,4.532
4936797,5663,15.212,4.524
4936804,5853,16.453,4.750
4936845,5811,16.950,4.727
4936856,5741,14.176,4.548
4936927,5809,16.969,4.676
4936968,5778,16.895,4.525
4937075,5785,16.513,5.000
4937140,5711,14.088,4.374
4937183,5853,16.927,4.270
4937192,5768,15.094,4.654
4937232,5787,16.621,4.316
4937238,5747,16.942,4.410
4937281,5827,16.720,4.492
4937282,5761,16.994,4.589
4937288,5796,16.881,4.281
4937340,5640,13.672,4.767
4937342,5800,16.666,4.289
4937350,5862,14.273,4.377
4937438,5764,14.907,4.360
4937444,5747,16.687,4.547
4937567,5836,16.381,4.209
4937615,5839,16.110,4.297
4937630,5698,16.499,4.613
4937661,5846,16.785,4.316
4937780,5786,16.985,4.237
4937797,5913,16.626,4.336
4937828,5735,15.289,4.445
4937833,5819,15.088,4.513
4937875,5767,16.454,4.459
4938080,5904,16.944,4.720
4938083,5744,15.943,4.562
4938104,5840,14.953,4.466
4938106,5756,16.435,4.680
4938144,5847,16.847,4.524
4938193,5640,16.949,4.489
4938210,5832,16.125,4.391
4938475,5732,13.912,4.530
4938924,5887,14.666,4.443
4939111,5885,16.979,4.309
4939163,5852,16.263,4.578
4939301,5738,13.846,4.521
4939332,5847,16.204,4.332
4939346,5914,15.674,4.733
4939436,5670,15.059,4.666
4939504,5822,16.737,4.417
4939519,5864,15.911,4.600
4939548,5872,14.930,4.575
4939600,5846,16.785,4.534
4939614,5856,16.161,4.977
4939640,5906,15.957,4.725
4939674,5794,16.118,5.124
4939691,5765,15.682,4.757
4939712,5738,14.001,4.684
4939752,5829,16.656,4.713
4939764,5817,14.155,4.503
4939779,5685,16.888,5.096
4939841,5786,15.631,4.494
4939862,5820,15.641,4.350
4939880,5763,16.890,4.597
4939957,5689,16.782,4.730
4939981,5699,14.921,4.296
4940042,5643,16.593,4.583
4940103,5849,16.070,4.484
4940141,5812,14.920,4.518
4940148,5915,16.678,4.252
4940183,5928,16.975,4.576
4940235,5762,16.666,4.308
4940262,5705,13.210,4.541
4940263,5898,16.136,4.458
4940272,5741,15.176,4.443
4940275,5858,15.897,4.341
4940317,5660,16.756,4.504
4940373,5759,16.225,4.373
4940438,5659,15.549,4.482
4940478,5915,15.570,4.260
4940488,5781,16.264,4.338
4940540,5657,14.842,4.536
4940580,5823,16.504,4.480
4940614,5740,15.145,4.371
4940649,5654,14.275,4.259
4940686,5796,15.214,4.356
4940698,5801,14.349,4.539
4940715,5915,14.845,4.556
4940745,5866,16.562,4.361
4940796,5878,15.061,4.343
4940844,5647,14.411,4.428
4940897,5927,16.318,4.347
4940967,5709,16.130,4.767
4940977,5819,15.636,4.406
4940990,5657,16.676,4.339
4940999,5849,13.378,4.436
4941000,5719,16.289,4.483
4941020,5664,16.464,4.401
4941055,5911,13.193,4.320
4941111,5913,15.247,4.433
4941139,5824,16.863,4.531
4941142,5834,16.303,4.475
4941155,5638,15.913,4.426
4941188,5815,16.551,4.267
4941222,5866,16.669,4.399
4944391,5819,15.293,4.400
4944659,5865,15.122,4.411
4944689,5896,14.918,4.497
4945026,5830,14.688,4.673
4945033,5668,14.430,4.481
4945035,5739,14.009,4.313
4945124,5820,12.244,4.461
4945242,5809,14.576,4.729
4945285,5732,14.075,4.545
4945308,5810,14.256,4.424
4945334,5901,16.232,4.244
4945430,5882,14.756,4.396
4945680,5692,14.842,4.817
4945757,5807,14.989,4.476
4946304,5759,15.601,4.473
4946488,5721,14.171,4.503
4946581,5699,14.091,4.520
4946683,5896,13.248,4.530
4946916,5799,14.537,4.204
4947356,5853,15.545,4.590
4947394,5662,14.817,4.409
4947726,5638,15.181,4.789
4947841,5860,14.523,4.812
4948032,5813,16.516,4.487
4948057,5644,16.240,4.345
4948116,5706,13.846,4.677
4948236,5660,15.290,4.972
4948254,5824,16.050,4.408
4948311,5787,16.725,4.235
4948343,5822,13.246,4.492
4948407,5809,14.303,4.528
4948436,5684,16.934,4.294
4948625,5727,16.149,4.230
4948658,5643,16.130,4.260
4948717,5759,16.824,4.406
4948778,5836,16.251,4.295
4948790,5681,16.667,4.417
4948831,5894,14.517,4.688
4948841,5652,16.182,4.235
4948860,5763,13.135,4.526
4948914,5800,15.728,4.660
4948945,5629,15.623,4.982
4949027,5697,15.140,4.639
4949045,5660,13.782,4.504
4949141,5807,15.126,4.649
4949182,5823,13.607,4.653
4949230,5866,13.954,4.528
4949239,5807,15.650,4.746
4949257,5698,15.042,4.549
4949410,5761,15.321,4.272
4949751,5712,14.517,4.827
4949756,5829,14.962,4.218
4949769,5737,14.918,5.120
4949776,5658,16.328,4.619
4949803,5635,16.384,4.324
4949825,5817,15.109,4.905
4949870,5721,16.042,4.781
4949893,5846,16.882,4.758
4949923,5650,16.191,4.345
4949943,5700,15.428,4.440
4949975,5677,16.145,4.491
4949986,5872,16.419,4.462
4950016,5871,16.891,4.660
4950020,5660,12.713,4.464
4950024,5805,15.718,4.483
4950129,5690,15.600,4.667
4950143,5682,14.878,4.346
4950176,5815,14.606,4.522
4950291,5864,15.914,4.332
4950326,5868,15.675,4.808
4950341,5756,13.604,4.613
4950389,5700,15.730,4.738
4950441,5731,14.926,4.245
4950473,5706,15.718,4.371
4950539,5789,15.337,4.606
4950580,5760,15.492,4.411
4950583,5820,15.337,4.371
4950643,5813,16.777,4.533
4950664,5699,16.526,4.510
4950689,5763,16.922,4.399
4950696,5654,15.925,4.352
4950805,5758,16.941,4.335
4950888,5704,12.643,4.528
4950928,5830,12.594,4.547
4950937,5741,14.950,4.641
4951220,5911,14.428,4.606
4951354,5647,15.541,4.390
4951372,5776,14.680,4.987
4951376,5740,13.769,4.754
4951406,5753,15.014,4.272
4951465,5742,16.601,4.648
4951531,5838,14.000,4.556
4951553,5663,15.928,4.569
4951646,5750,16.302,4.238
4951748,5868,12.212,4.272
4951776,5694,14.800,4.973
4951891,5853,13.597,4.312
4951940,5848,14.713,4.565
4951996,5775,14.774,4.541
4952121,5879,14.084,4.227
4952202,5714,14.342,4.293
4952255,5691,16.238,4.513
4952293,5927,14.651,4.329
4952321,5844,14.583,4.322
4952358,5822,14.492,4.357
4952630,5715,13.906,4.232
4952663,5910,16.931,4.428
4952709,5712,16.517,4.339
4952731,5843,14.497,4.302
4952810,5710,16.572,4.217
4952920,5815,16.679,4.204
4953078,5808,16.898,4.255
4953136,5667,15.150,4.314
4953241,5683,16.386,4.386
4953309,5779,15.964,4.520
4953350,5793,16.114,4.389
4953380,5659,15.075,4.253
4953385,5733,16.044,4.284
4953445,5747,16.987,4.597
4953459,5900,16.918,4.282
4953513,5684,14.748,4.268
4953604,5880,15.701,4.501
4953652,5844,15.912,4.212
4953914,5699,16.080,4.236
4953976,5731,16.323,4.327
4954096,5903,15.929,4.397
4954115,5642,14.194,4.596
4954159,5921,15.790,4.272
4954263,5838,16.535,4.523
4988812,5647,16.262,4.273
4989000,5797,15.488,4.209
4989036,5791,16.626,4.363
4989142,5671,16.499,4.274
4989204,5822,13.373,4.363
4989512,5657,16.779,4.361
4989522,5788,16.972,4.338
4989539,5653,16.412,4.469
4989590,5734,16.328,4.344
4989600,5876,16.855,4.420
4989601,5715,14.300,4.330
4989675,5863,15.989,4.328
4989679,5697,14.625,4.300
4990067,5671,15.904,4.351
4990105,5807,15.647,4.687
4990106,5875,15.818,4.511
4990154,5699,16.693,4.426
4990208,5851,16.631,4.451
4990237,5759,16.739,4.398
4990271,5759,15.083,4.226
4990369,5735,16.704,4.332
4990441,5709,16.867,4.344
4990448,5741,16.912,4.382
4990458,5912,16.161,4.219
4990537,5792,16.392,4.452
4990557,5830,14.344,4.345
4990567,5712,16.501,4.546
4990569,5784,16.706,4.223
4990588,5679,16.708,4.435
4990599,5824,15.256,4.395
4990601,5735,14.020,4.441
4990626,5828,16.570,4.442
4990631,5673,15.097,4.304
4990670,5721,16.840,4.335
4990671,5681,16.116,4.448
4990722,5763,15.508,4.397
4990726,5703,15.095,4.274
4990750,5744,15.427,4.431
4990853,5679,16.753,4.344
4990867,5764,16.601,4.428
4990912,5719,15.664,4.387
4990913,5629,16.822,4.501
4990966,5824,16.891,4.489
4990996,5827,16.895,4.337
4991022,5655,14.352,4.282
4991042,5844,16.096,4.321
4991073,5797,15.830,4.665
4991078,5680,16.350,4.506
4991177,5830,16.499,4.388
4991193,5705,16.660,4.408
4991213,5787,16.996,4.394
4991226,5846,16.274,4.299
4991250,5683,14.418,4.502
4991255,5865,15.361,4.645
4991316,5844,16.944,4.357
4991339,5748,16.740,4.424
4991354,5783,15.802,4.520
4991368,5749,16.901,4.364
4991374,5687,16.687,4.527
4991404,5772,16.202,4.525
4991453,5760,16.159,4.491
4991472,5822,16.035,4.317
4991536,5756,16.348,4.422
4991628,5787,16.796,4.352
4991632,5666,15.386,4.657
4991675,5793,16.094,4.304
4991677,5810,15.151,4.429
4991730,5729,15.955,4.293
4991857,5824,16.875,4.327
4991959,5683,15.022,4.370
4991979,5786,14.093,4.264
4992007,5920,15.510,4.348
4992064,5654,15.824,4.286
4992069,5672,13.183,4.510
4992103,5771,15.849,4.335
4992116,5830,15.884,4.449
4992237,5900,12.425,4.242
4992253,5746,15.157,4.339
4992319,5664,15.260,4.385
4992327,5704,16.660,4.485
4992337,5669,16.965,4.455
4992414,5827,14.453,4.247
4992462,5755,16.816,4.346
4992601,5636,16.715,4.518
4992616,5691,15.907,4.234
4994380,5686,16.929,4.335
4994424,5838,16.642,4.331
4994523,5735,15.813,4.349
4994557,5924,16.822,4.342
4994624,5659,16.732,4.345
4994634,5788,16.506,4.253
4994689,5703,16.230,4.411
4994727,5808,13.689,4.249
4994758,5682,16.070,4.440
4994776,5820,14.314,4.345
4994835,5763,16.989,4.395
4994840,5643,15.785,4.492
4994863,5853,15.752,4.525
4994896,5665,15.949,4.391
4995011,5820,16.363,4.390
4995026,5795,16.863,4.455
4995043,5730,16.476,4.440
4995057,5726,15.701,4.472
4995073,5687,16.574,4.290
4995091,5665,13.930,4.216
4995113,5710,16.416,4.656
4995143,5804,16.458,4.329
4995145,5635,15.122,4.363
4995160,5701,16.562,4.558
4995189,5667,14.573,4.420
4995199,5836,14.656,4.591
4995206,5664,16.897,4.513
4995242,5666,13.525,4.358
4995245,5704,15.930,4.545
4995309,5718,15.507,4.360
4995318,5657,14.754,4.541
4995335,5708,15.901,4.387
4995367,5747,14.700,4.402
4995400,5747,15.863,4.507
4995418,5855,13.331,4.532
4995425,5730,15.726,4.441
4995579,5794,16.377,4.257
4995643,5708,16.910,4.601
4995692,5806,16.658,4.513
4995711,5865,16.030,4.296
4995797,5674,16.778,4.306
4995839,5925,16.613,4.433
4995871,5868,15.514,4.279
4995872,5636,16.764,4.393
4995875,5822,16.636,4.324
4995955,5803,15.489,4.443
4996039,5700,16.877,4.360
4996078,5798,16.311,4.471
4996120,5729,16.299,4.346
4996302,5796,16.469,4.394
4996479,5788,16.613,4.316
4996503,5928,16.560,4.233
4996549,5735,16.568,4.352
4996716,5880,16.931,4.324
4996788,5692,16.743,4.323
4996833,5657,15.578,4.278
4996904,5648,15.713,4.294
4996968,5744,16.899,4.391
4997004,5734,16.974,4.406
4997046,5694,14.965,4.286
4997082,5659,13.891,4.307
4997227,5756,14.863,4.384
4999168,5770,16.898,4.544
4999281,5843,15.770,4.676
4999335,5740,16.903,4.410
4999343,5864,16.484,4.426
4999359,5798,16.536,4.320
4999360,5827,16.770,4.317
4999412,5910,16.056,4.566
4999416,5848,15.431,4.627
4999467,5740,16.945,4.422
4999499,5720,15.462,5.033
4999521,5683,16.472,4.543
4999605,5794,14.949,4.434
4999627,5705,15.999,4.442
4999696,5820,16.184,4.765
4999706,5780,16.534,4.681
4999714,5648,16.889,4.415
4999771,5811,16.491,4.384
4999782,5753,16.555,4.326
4999818,5815,16.276,4.539
4999874,5672,15.720,4.495
4999934,5756,16.887,4.491
4999991,5668,16.463,4.538
4999999,5925,13.801,4.221
5000005,5822,15.714,4.404
5000010,5923,16.857,4.365
5000034,5770,16.127,4.307
5000070,5794,16.546,4.431
5000099,5750,15.616,4.493
5000102,5869,12.680,4.278
5000134,5654,15.788,4.535
5000169,5701,16.664,4.524
5000181,5863,16.266,4.208
5000199,5877,13.614,4.524
5000247,5774,16.820,4.459
5000325,5769,16.094,4.433
5000358,5682,16.110,4.422
5000364,5858,14.427,4.378
5000403,5882,16.665,4.477
5000604,5756,15.470,4.334
5000630,5723,16.125,4.545
5000650,5891,16.207,4.364
5000668,5813,16.842,4.357
5000792,5865,16.612,4.288
5000822,5868,16.597,4.292
5000825,5915,16.842,4.414
5000838,5690,14.635,4.270
5000861,5671,16.333,4.535
5000865,5727,16.770,4.334
5000897,5817,16.673,4.269
5000996,5710,16.723,4.230
5001013,5681,16.308,4.279
5001128,5763,16.688,4.291
5001155,5731,16.851,4.413
5001237,5845,16.912,4.330
5001655,5746,15.078,4.514
5001694,5855,16.189,4.441
5001763,5683,15.933,4.420
5001768,5636,13.580,4.359
5001776,5721,16.152,4.361
5001816,5762,16.863,4.348
5001825,5750,16.538,4.385
5001826,5891,16.420,4.280
5001847,5726,16.668,4.332
5001886,5916,16.146,4.374
5001887,5828,16.277,4.340
5001891,5664,16.776,4.367
5001964,5923,14.015,4.352
5001992,5813,16.239,4.363
5002046,5741,16.142,4.337
5002073,5781,16.144,4.384
5002149,5689,16.478,4.434
5002151,5926,16.239,4.344
5002157,5774,16.190,4.425
5002247,5647,14.955,4.454
5002252,5793,16.685,4.447
5002409,5708,16.341,4.533
5002413,5757,15.003,4.268
5002502,5856,16.969,4.271
5002528,5661,16.395,4.460
5002554,5691,15.512,4.350
5002629,5885,15.103,4.651
5002709,5793,16.286,4.471
5002718,5660,15.265,4.446
5002787,5927,16.758,4.342
5002788,5657,16.249,4.360
5002986,5853,16.635,4.459
5002993,5871,16.514,4.302
5003002,5712,16.438,4.239
5003009,5629,15.667,4.266
5003121,5664,16.354,4.303
5003150,5699,16.431,4.363
5003179,5769,15.668,4.345
5003212,5869,16.551,4.512
5003293,5634,15.905,4.846
5003296,5738,16.966,4.471
5003319,5697,14.841,4.549
5003342,5689,14.980,4.531
5003350,5637,16.977,4.521
5003353,5788,15.774,4.547
5003416,5707,16.182,4.516
5003446,5893,13.259,4.261
5003451,5681,16.015,4.473
5003456,5753,15.350,4.481
5003462,5761,16.664,4.431
5003465,5847,16.956,4.417
5003485,5696,16.009,4.341
5003499,5826,16.880,4.296
5003503,5628,15.733,4.519
5003505,5838,16.339,4.640
5003528,5743,15.329,4.494
5003554,5727,16.749,4.269
5003563,5643,15.966,4.499
5003566,5636,15.124,4.377
5003584,5794,15.061,4.405
5003653,5827,15.703,4.276
5003670,5703,14.955,4.464
5003681,5742,15.881,4.234
5003715,5723,15.048,4.223
5003745,5847,16.632,4.361
5003785,5911,16.954,4.483
5003796,5867,16.585,4.372
5003818,5689,16.983,4.415
5003881,5887,16.182,4.391
5003889,5916,13.707,4.224
5003892,5914,13.751,4.352
5003893,5853,16.870,4.282
5003916,5832,16.756,4.503
5003960,5833,16.740,4.287
5003979,5840,16.730,4.481
5004045,5733,15.624,4.389
5004047,5776,15.718,4.381
5004073,5700,16.399,4.586
5004084,5679,15.512,4.342
5004095,5800,15.951,4.361
5004160,5827,16.901,4.299
5004184,5721,16.960,4.337
5004189,5724,14.608,4.409
5004238,5796,16.129,4.487
5004281,5702,14.964,4.502
5004438,5813,16.398,4.673
5004491,5720,15.884,4.505
5004524,5901,13.752,4.378
5004536,5661,16.469,4.488
5004555,5765,14.791,4.539
5004579,5821,15.525,4.547
5004595,5751,14.478,4.437
5004638,5723,16.076,4.576
5004640,5666,15.398,4.490
5004695,5739,15.767,4.501
5004698,5849,14.910,4.666
5004742,5782,16.500,4.397
5004766,5703,15.131,4.628
5004792,5867,16.038,4.594
5004905,5742,15.923,4.630
5005033,5922,16.695,4.543
5005121,5828,15.165,4.588
5005175,5634,16.470,4.757
5005206,5819,15.234,4.455
5005210,5751,15.793,4.480
5005324,5928,13.884,4.211
5005357,5780,15.780,4.450
5005404,5653,14.758,4.441
5005415,5875,14.510,4.598
5005570,5658,13.685,4.463
5005644,5737,14.378,4.801
5005650,5644,16.533,4.469
5005671,5868,15.146,4.481
5005681,5918,15.704,4.479
5005701,5807,16.049,4.531
5005702,5715,16.387,4.562
5005711,5838,14.763,4.543
5005749,5846,16.637,4.489
5005769,5844,16.590,4.317
5005804,5706,15.180,4.688
5005815,5819,16.925,4.492
5005849,5906,16.182,4.918
5005952,5703,16.735,4.594
5005981,5890,16.786,4.560
5005996,5855,14.900,4.652
5006000,5649,14.603,4.518
5006002,5765,16.948,4.546
5006008,5765,13.133,4.393
5006026,5874,16.851,4.600
5006059,5816,16.966,4.470
5006110,5703,14.448,4.503
5006148,5861,16.559,4.326
5006151,5737,16.344,4.289
5006160,5865,14.627,4.456
5006195,5670,15.382,4.517
5006200,5883,15.138,4.458
5006353,5646,14.561,4.629
5006393,5784,16.900,4.372
5006400,5761,15.814,4.491
5006407,5781,16.280,4.474
