Kepler_ID,Teff,kepmag,Log_G
4141260,5650,16.812,4.442
4141280,5769,15.351,4.449
4141290,5676,14.592,4.482
4141313,5653,16.534,4.342
4141392,5643,16.779,4.352
4141436,5639,16.737,4.317
4141599,5667,16.405,4.335
4141649,5677,16.057,4.603
4141729,5654,16.103,4.280
4141783,5878,16.968,4.309
4141803,5711,16.508,4.415
4141837,5703,16.067,4.281
4141931,5857,16.466,4.373
4141983,5708,16.780,4.343
4142015,5925,16.674,4.454
4142068,5698,16.469,4.218
4142191,5760,15.895,4.381
4143000,5660,16.999,4.320
4143458,5641,16.377,4.388
4143962,5771,14.238,4.219
4144074,5658,16.926,4.309
4144135,5793,16.116,4.315
4144259,5683,16.948,4.337
4144286,5921,16.639,4.224
4144375,5689,16.589,4.342
4144399,5784,16.934,4.304
4144524,5670,16.723,4.310
4144580,5849,16.799,4.368
4144587,5756,15.873,4.261
4144622,5907,14.715,4.281
4144624,5700,16.291,4.423
4144688,5671,14.330,4.429
4144693,5871,16.983,4.353
4144697,5895,16.411,4.297
4144792,5659,12.699,4.328
4144869,5807,16.124,4.531
4144884,5925,15.759,4.228
4144941,5833,16.269,4.283
4147084,5803,16.891,4.396
4147171,5880,15.674,4.557
4147206,5921,14.386,4.332
4147277,5793,13.763,4.404
4147320,5808,16.847,4.262
4147402,5741,16.381,4.375
4147477,5916,14.523,4.331
4147478,5891,16.525,4.496
4147483,5871,16.119,4.364
4147557,5732,16.814,4.401
4147567,5789,15.321,4.421
4147579,5919,15.816,4.306
4147617,5760,16.466,4.500
4147654,5726,16.900,4.453
4147702,5924,14.441,4.530
4147707,5843,15.587,4.728
4147718,5814,16.958,4.581
4147841,5709,15.813,4.235
4147847,5751,13.992,4.251
4147956,5807,12.543,4.215
4148029,5793,16.447,4.296
4148049,5704,16.819,4.375
4148069,5795,16.685,4.276
4148134,5703,15.992,4.448
4148153,5896,16.258,4.446
4148265,5850,14.966,4.319
4148336,5857,15.902,4.291
4148338,5740,15.521,4.512
4148428,5829,16.953,4.350
4148487,5670,15.998,4.597
4148507,5830,15.790,4.294
4148515,5732,16.293,4.363
4148691,5913,16.960,4.318
4148758,5669,14.780,4.265
4148778,5659,15.052,4.435
4148797,5681,15.445,4.345
4148843,5862,14.600,4.535
4148917,5825,15.543,4.438
4148936,5719,15.768,4.338
4149059,5725,16.798,4.388
4149129,5740,14.971,4.386
4149142,5862,15.131,4.281
4149174,5788,16.775,4.380
4149203,5875,16.016,4.475
4149204,5848,16.574,4.285
4149220,5875,16.438,4.453
4149245,5782,16.833,4.433
4149259,5811,16.046,4.404
4149320,5790,16.205,4.673
4149350,5670,16.390,4.553
4149362,5881,16.857,4.624
4149369,5882,16.326,4.374
4149370,5865,16.162,4.431
4149389,5709,14.935,4.332
4149479,5888,16.876,4.235
4149534,5888,16.692,4.285
4149579,5790,14.499,4.271
4149630,5909,16.911,4.349
4149637,5800,15.990,4.316
4149647,5870,16.760,4.456
4149724,5759,14.702,4.438
4149725,5812,15.943,4.388
4149765,5675,15.329,4.234
4149769,5792,16.330,4.331
4149781,5821,16.965,4.261
4149802,5825,14.343,4.327
4149930,5665,16.168,4.289
4150023,5689,16.922,4.222
4150065,5852,14.459,4.202
4150090,5851,16.271,4.451
4150110,5790,16.859,4.469
4150362,5917,16.093,4.449
4150399,5702,16.689,4.410
4150422,5778,16.484,4.352
4150429,5629,13.856,4.809
4150481,5815,16.450,4.464
4150674,5928,16.261,4.381
4150790,5795,16.164,4.351
4150901,5816,15.968,4.336
4150992,5888,16.808,4.424
4151040,5703,16.904,4.258
4151048,5785,16.465,4.628
4154971,5821,16.271,4.403
4155155,5638,16.345,4.333
4155180,5786,16.955,4.320
4155215,5711,16.163,4.292
4155340,5793,16.309,4.247
4155361,5750,16.928,4.585
4155397,5649,16.884,4.967
4155535,5794,15.308,4.204
4155698,5784,16.178,4.367
4155729,5862,16.473,4.447
4155773,5638,15.854,4.211
4155821,5781,16.430,4.415
4155826,5738,16.152,4.279
4155957,5722,15.632,4.387
4155986,5790,16.212,4.383
4156035,5871,16.325,4.427
4156063,5857,16.310,4.265
4156112,5797,16.256,4.525
4156128,5772,15.676,4.395
4156154,5711,16.261,4.444
4156193,5800,15.687,4.536
4156204,5877,14.902,4.292
4156293,5701,16.383,4.526
4156379,5737,14.313,4.237
4156400,5757,15.088,4.291
4156404,5769,16.260,4.392
4156489,5703,16.741,4.606
4156535,5808,16.695,4.364
4156563,5805,16.001,4.415
4156578,5765,15.128,4.366
4156619,5812,15.821,4.386
4156720,5814,15.859,4.466
4156730,5817,16.378,4.491
4156802,5628,14.389,4.449
4156854,5822,16.176,4.400
4156865,5879,14.820,4.382
4156869,5876,16.205,4.396
4156994,5805,16.013,4.318
4157031,5668,14.825,4.508
4157050,5862,16.694,4.464
4157067,5885,16.611,4.432
4157070,5697,16.623,4.405
4157204,5725,16.905,4.493
4157248,5910,15.892,4.332
4157278,5837,16.991,4.272
4157289,5784,15.680,4.275
4157316,5922,15.202,4.347
4157325,5708,14.028,4.369
4157339,5682,14.922,4.289
4157360,5682,15.787,4.233
4157415,5676,15.563,4.437
4157551,5738,15.923,4.441
4157680,5733,16.875,4.543
4157699,5656,14.178,4.360
4157739,5729,14.818,4.331
4157805,5829,16.359,4.354
4157825,5656,16.876,4.567
4157875,5634,16.234,4.602
4157923,5922,16.617,4.243
4157948,5912,16.196,4.222
4157952,5893,16.547,4.351
4158005,5830,16.103,4.371
4158036,5796,16.257,4.431
4158071,5777,16.072,4.335
4158086,5793,15.481,4.213
4158108,5807,16.268,4.369
4158213,5635,15.764,4.214
4158251,5685,15.936,4.484
4158358,5783,15.118,4.304
4158367,5809,15.538,4.426
4158421,5724,14.626,4.450
4158485,5798,15.733,4.408
4158530,5885,15.980,4.612
4158573,5892,16.698,4.298
4158594,5641,15.602,4.393
4158610,5736,16.172,4.586
4158672,5697,15.968,4.385
4158736,5692,15.577,4.441
4158757,5792,16.805,4.453
4158803,5695,13.113,4.533
4158804,5718,16.973,4.421
4158838,5787,16.615,4.260
4158867,5767,15.730,4.673
4158922,5713,16.199,4.723
4158966,5701,16.626,4.322
4159047,5845,15.046,4.440
4159088,5720,15.630,4.422
4159097,5643,16.875,4.476
4159113,5923,15.741,4.253
4159145,5776,15.607,4.718
4159256,5727,14.804,4.234
4159266,5698,16.933,4.316
4159271,5906,16.010,4.325
4159276,5709,15.595,4.690
4159347,5912,13.167,4.280
4159414,5880,15.497,4.560
4159455,5735,15.456,4.460
4159486,5925,15.505,4.485
4159494,5844,16.654,4.500
4159497,5720,16.175,4.586
4159612,5699,16.240,4.571
4159683,5808,15.400,4.534
4159685,5645,14.636,4.387
4159733,5787,16.346,4.505
4159856,5698,15.115,4.491
4159954,5883,16.876,4.353
4160038,5889,16.010,4.370
4160105,5733,16.813,4.480
4160110,5844,15.255,4.468
4160115,5664,16.204,4.231
4160148,5754,16.978,4.461
4160205,5833,15.676,4.500
4160245,5804,16.590,4.596
4160290,5697,14.299,4.577
4160352,5795,16.708,4.369
4160378,5835,16.690,4.502
4160437,5749,16.661,4.742
4160458,5810,16.568,4.431
4160496,5777,15.145,4.622
4160571,5668,16.437,4.671
4160588,5874,14.634,4.498
4160599,5715,16.401,4.744
4160610,5910,16.934,4.633
4160621,5867,14.392,4.359
4160624,5655,16.461,4.302
4160627,5904,16.952,4.483
4160664,5922,16.096,4.697
4160673,5778,14.800,4.290
4160697,5732,16.744,4.643
4160725,5919,16.736,4.620
4160729,5742,16.052,4.903
4160747,5670,14.875,4.668
4160781,5697,15.334,4.787
4160866,5705,15.617,4.621
4160900,5654,16.564,4.341
4160940,5641,14.830,4.206
4160955,5671,16.551,4.620
4160996,5866,14.865,4.620
4161014,5895,15.419,4.438
4161046,5809,16.537,4.732
4161092,5690,16.635,4.977
4161096,5856,15.581,4.619
4161135,5826,15.034,4.438
4161234,5701,16.717,4.563
4161375,5841,16.191,4.651
4161531,5723,15.541,4.481
4164066,5661,14.876,4.494
4164214,5724,16.553,4.768
4164237,5798,16.412,4.672
4164288,5755,16.927,4.512
4164362,5861,16.022,4.494
4164369,5858,12.793,4.464
4164404,5812,16.297,4.501
4164465,5913,16.468,4.936
4164494,5836,16.462,4.408
4164516,5640,16.995,4.435
4164615,5799,16.290,4.802
4164646,5926,16.911,4.277
4164762,5680,15.836,4.787
4164775,5803,15.860,4.558
4164819,5690,16.749,4.401
4164844,5905,16.160,4.642
4164846,5869,14.865,4.553
4164871,5720,13.962,4.393
4164965,5847,16.626,4.579
4165002,5731,16.700,4.358
4165137,5808,16.090,4.544
4165213,5836,16.979,4.331
4165240,5863,12.967,4.370
4165243,5910,16.668,4.536
4165253,5927,16.701,4.717
4165295,5739,14.555,4.456
4165325,5728,16.910,4.936
4165357,5659,15.985,4.515
4165373,5736,15.853,4.825
4165403,5913,16.825,4.582
4165473,5635,14.070,4.675
4165479,5872,15.908,4.561
4165491,5709,13.388,4.302
4165507,5838,15.919,4.586
4165510,5773,16.978,4.308
4165618,5884,15.791,4.733
4165619,5654,15.609,4.450
4165628,5818,16.396,4.474
4165648,5926,16.467,4.245
4165653,5658,16.836,4.247
4165695,5836,15.178,4.590
4165725,5782,14.815,4.552
4165738,5716,16.591,4.512
4165797,5786,12.057,4.326
4165819,5840,16.754,4.280
4165835,5691,16.108,4.541
4165880,5770,15.871,4.533
4165918,5920,16.829,4.377
4165921,5728,16.514,4.637
4165954,5732,13.595,4.662
4165959,5905,12.507,4.428
4165978,5916,16.576,4.448
4166020,5655,16.639,4.210
4166061,5866,16.594,4.699
4166102,5691,16.011,4.532
4166282,5839,16.654,4.566
4166310,5692,16.584,4.837
4166352,5664,15.440,4.279
4166403,5834,14.095,4.339
4166510,5892,15.661,4.558
4166517,5675,16.456,4.587
4166598,5837,15.023,4.550
4166613,5669,16.400,4.625
4166644,5836,16.856,4.417
4166669,5653,14.688,4.325
4166699,5783,15.245,4.583
4166719,5773,14.880,4.468
4166996,5880,16.817,4.281
4167083,5843,16.123,4.365
4167259,5713,16.138,4.341
4167410,5879,15.479,4.276
4167629,5635,15.288,4.245
4167771,5701,16.234,4.401
4167787,5740,15.933,4.247
4167880,5800,16.927,4.246
4167885,5842,15.311,4.469
4167890,5722,16.553,4.538
4167954,5879,14.523,4.485
4168004,5810,16.806,5.048
4168037,5862,14.460,4.422
4168124,5923,14.228,4.525
4168159,5923,16.900,4.317
4168181,5781,15.392,4.425
4168199,5800,15.340,4.340
4168207,5685,16.567,4.429
4168238,5729,16.923,4.604
4168288,5707,16.303,4.400
4168325,5923,15.298,4.382
4168349,5863,16.225,4.896
4168379,5686,16.597,4.250
4168441,5838,16.719,4.458
4168490,5719,15.540,4.524
4168598,5760,15.347,4.378
4168623,5748,15.770,4.363
4168648,5912,16.182,4.474
4168674,5925,16.371,4.270
4168690,5634,15.629,4.539
4168781,5840,16.833,4.402
4168789,5689,15.458,4.638
4168815,5870,14.179,4.225
4168830,5820,15.923,4.416
4168855,5832,16.621,4.545
4168862,5807,14.376,4.453
4168890,5679,15.382,4.500
4168948,5746,15.458,4.323
4168963,5639,16.806,4.478
4168969,5900,16.824,4.438
4169115,5876,14.704,4.436
4169152,5856,15.413,4.378
4169163,5808,15.940,4.530
4169171,5871,14.952,4.571
4169257,5771,15.496,4.537
4169280,5898,16.065,4.504
4169292,5771,16.029,4.496
4169335,5915,16.834,4.298
4169440,5817,13.956,4.397
4169449,5795,16.749,4.613
4169465,5840,16.357,4.288
4169548,5655,16.059,4.532
4169557,5759,16.979,4.492
4169581,5886,16.973,4.405
4169584,5801,16.384,4.316
4169611,5915,16.777,4.313
4169617,5651,16.932,4.538
4169618,5816,14.401,4.494
4169721,5709,15.625,4.468
4169783,5650,16.169,4.375
4169829,5680,16.819,4.377
4169926,5687,16.070,4.379
4169964,5722,14.703,4.436
4169976,5778,14.584,4.445
4170011,5922,15.060,4.649
4170099,5895,15.549,4.358
4170150,5824,16.173,4.327
4170197,5657,16.519,4.299
4170206,5818,16.948,4.545
4170302,5662,16.238,4.543
4170397,5866,16.033,4.496
4170418,5676,16.014,4.458
4170437,5688,15.390,4.258
4170451,5875,16.035,4.545
4170490,5719,16.843,4.471
4170569,5804,15.600,4.394
4170652,5880,16.783,4.332
4170967,5752,16.521,4.205
4170995,5826,16.955,4.330
4171015,5732,15.922,4.303
4171030,5732,16.332,4.404
4171033,5783,16.859,4.267
4171045,5855,14.576,4.362
4171047,5813,15.283,4.266
4171054,5852,16.457,4.213
4171076,5817,13.914,4.392
4171087,5764,16.783,4.303
4171091,5743,16.462,4.400
4171131,5633,16.761,4.338
4171147,5686,15.234,4.386
4171170,5828,15.467,4.582
4171186,5803,15.314,4.375
4171223,5746,15.630,4.416
4171267,5755,16.920,4.281
4171341,5703,15.534,4.414
4171396,5702,14.636,4.348
4171408,5827,16.979,4.330
4171422,5677,16.665,4.479
4171432,5836,16.378,4.333
4171436,5785,14.628,4.533
4171468,5818,16.907,4.210
4171513,5761,16.565,4.487
4171532,5762,16.360,4.392
4171569,5683,13.988,4.395
4171579,5917,15.140,4.423
4171705,5834,16.693,4.508
4171721,5846,14.986,4.390
4171740,5793,12.758,4.367
4171750,5696,15.297,4.457
4171778,5661,16.824,4.433
4171781,5770,16.054,4.659
4171785,5678,16.607,4.583
4171796,5838,15.945,4.667
4171820,5696,14.868,4.638
4171845,5715,16.856,4.578
4171897,5665,15.842,4.218
4171941,5803,15.190,4.504
4171951,5642,16.711,4.446
4171955,5783,14.481,4.793
4171981,5834,14.044,4.485
4171996,5917,16.741,4.486
4172025,5652,16.750,4.679
4172041,5753,16.554,4.517
4172061,5717,16.280,4.582
4172159,5689,16.254,4.614
4172173,5665,16.827,4.416
4172238,5910,15.638,4.332
4172271,5917,16.588,4.275
4172278,5915,16.957,4.354
4172293,5796,16.659,4.329
4172390,5837,16.762,4.352
4172417,5808,14.190,4.610
4172433,5838,16.958,4.362
4172467,5865,16.954,4.270
4172492,5765,16.909,4.885
4172503,5910,14.412,4.339
4172519,5743,16.545,4.300
4172555,5688,14.999,4.234
4172560,5686,14.725,4.305
4172574,5684,14.727,4.340
4172595,5780,15.573,4.380
4172596,5636,15.771,4.436
4172615,5921,14.204,4.398
4172640,5814,16.028,4.444
4172675,5813,16.815,4.345
4172685,5821,16.412,4.437
4172717,5715,13.663,4.412
4172727,5851,12.855,4.350
4172758,5741,16.992,4.577
4172761,5708,16.217,4.447
4172785,5816,16.931,4.430
4172802,5782,15.979,4.302
4172844,5920,16.271,4.496
4172876,5728,16.312,4.514
4172938,5685,16.989,4.224
4172952,5666,16.987,4.627
4173055,5819,15.557,4.572
4173061,5868,15.240,4.304
4173068,5841,16.730,4.398
4173099,5700,16.266,4.251
4173101,5859,15.230,4.424
4173128,5852,16.053,4.415
4173167,5705,15.372,4.361
4173172,5880,16.674,4.258
4173190,5642,16.984,4.379
4173211,5753,16.491,4.529
4173245,5927,16.849,4.269
4173266,5860,16.370,4.284
4173300,5769,14.042,4.344
4173305,5694,16.909,4.373
4173311,5644,16.804,4.507
4173327,5736,13.520,4.416
4173344,5827,14.793,4.640
4173424,5840,16.856,4.506
4173429,5871,16.825,4.546
4173456,5755,15.667,4.546
4173522,5862,16.749,4.580
4173566,5879,16.558,4.510
4173593,5776,15.490,4.465
4173681,5889,16.595,4.712
4173694,5691,16.579,4.341
4173708,5729,16.395,4.604
4173743,5655,15.606,4.318
4173755,5745,16.957,4.340
4173804,5890,16.877,4.721
4173810,5778,16.799,4.596
4173824,5752,16.961,4.453
4173829,5887,16.341,4.602
4173889,5694,15.428,4.450
4173903,5642,16.847,4.562
4173953,5661,16.276,4.860
4174033,5867,16.604,4.870
4174041,5636,16.108,4.533
4174046,5673,16.209,4.443
4174178,5655,16.480,4.736
4174192,5757,15.870,4.710
4174335,5676,14.535,4.510
4174339,5745,16.906,4.735
4174452,5697,16.633,4.634
4174457,5814,16.595,4.566
4174464,5738,16.091,4.445
4174467,5725,14.379,4.793
4174507,5723,15.439,4.524
4174575,5853,16.282,4.442
4174582,5917,15.366,4.599
4174648,5899,15.760,4.461
4174650,5664,15.470,4.438
4174672,5792,16.668,4.322
4174751,5642,15.527,4.615
4174838,5766,16.656,4.378
4174873,5834,16.794,4.283
4174926,5682,16.638,4.393
4174942,5721,16.839,4.449
4174952,5843,16.566,4.326
4175014,5749,16.148,4.526
4175018,5755,15.755,4.348
4175042,5749,16.613,4.613
4175074,5767,16.805,4.389
4175105,5706,14.538,4.366
4175118,5755,16.043,4.416
4175131,5757,14.877,4.347
4175138,5752,16.596,4.667
4175184,5739,14.976,4.321
4175236,5886,16.165,4.487
4175241,5646,16.306,4.379
4175291,5852,14.606,4.477
4175295,5668,14.310,4.351
4175306,5686,16.377,4.366
4175338,5680,16.216,4.351
4175425,5870,15.909,4.695
4175426,5857,16.682,4.336
4175494,5734,15.924,4.463
4175546,5839,16.538,4.460
4175569,5676,14.792,4.785
4175688,5734,14.778,4.379
4175723,5739,16.029,4.593
4175765,5656,14.388,4.462
4175769,5917,16.650,4.469
4175803,5804,12.084,4.294
4175812,5641,16.029,4.322
4175828,5701,15.071,4.217
4175919,5786,16.912,4.443
4175967,5697,16.765,4.628
4175993,5916,15.387,4.295
4176003,5867,16.867,4.508
4176017,5880,15.832,4.436
4176089,5747,15.869,4.509
4176093,5881,15.183,4.408
4176114,5705,16.995,4.321
4176124,5810,14.762,4.354
4176145,5685,15.889,4.615
4176183,5671,16.260,4.394
4176226,5860,16.770,4.524
4176355,5683,16.967,4.736
4176466,5780,16.781,4.308
4176467,5809,12.853,4.278
4176492,5797,16.713,4.485
4176576,5727,16.547,4.289
4176646,5737,14.461,4.342
4176681,5807,16.550,4.286
4176685,5745,16.371,4.474
4176688,5740,16.333,4.245
4176741,5788,16.394,4.317
4176786,5737,16.202,4.641
4176814,5878,14.725,4.355
4176821,5684,16.018,4.226
4176894,5805,16.373,4.343
4176941,5719,16.060,4.450
4176949,5902,16.749,4.277
4176958,5643,14.546,4.288
4176978,5675,15.647,4.809
4177085,5854,16.998,4.329
4177120,5654,13.669,4.726
4177140,5634,16.730,4.355
4177141,5825,16.839,4.286
4177145,5910,15.960,4.513
4177202,5818,16.561,4.345
4177214,5755,15.074,4.540
4177282,5810,16.797,4.444
4177288,5902,14.366,4.413
4177338,5727,16.451,4.325
4177369,5836,14.165,4.674
4177377,5872,16.885,4.279
4177402,5914,14.640,4.506
4177415,5794,15.358,4.490
4177429,5810,16.532,4.325
4177525,5821,16.668,4.439
4177586,5905,16.887,4.418
4177683,5851,15.910,4.535
4177692,5868,14.078,4.251
4177718,5830,16.312,4.205
4177721,5717,16.888,4.242
4177751,5877,15.676,4.358
4177757,5649,16.509,4.284
4177950,5842,15.799,4.418
4177959,5667,16.682,4.288
4178031,5851,15.760,4.618
4178040,5689,15.525,4.249
4178048,5828,16.970,4.584
4178068,5894,16.296,4.541
4178141,5834,16.993,4.460
4178205,5667,16.963,4.539
4178241,5651,16.590,4.371
4178250,5818,15.230,4.502
4178256,5917,15.488,4.665
4178279,5808,14.964,4.565
4178287,5865,16.555,4.481
4178365,5749,16.858,4.475
4178389,5645,14.228,4.670
4178396,5628,14.945,4.623
4178408,5894,16.203,4.560
4178426,5632,16.144,4.350
4178497,5812,16.581,4.405
4178603,5865,16.917,4.414
4178643,5919,16.775,4.292
4178658,5675,15.956,4.625
4178702,5666,16.595,4.552
4178786,5834,16.940,4.566
4178800,5898,16.789,4.696
4178876,5709,16.478,4.328
4178878,5676,16.193,4.389
4178923,5878,16.194,4.542
4178941,5883,16.581,4.449
4178946,5769,16.908,4.224
4178998,5880,16.566,4.740
4179003,5869,16.867,4.383
4179092,5703,16.783,4.484
4179146,5873,16.617,4.324
4179196,5639,16.780,4.597
4179201,5814,14.703,4.344
4179225,5686,16.666,4.234
4179281,5797,16.131,4.283
4179322,5726,16.850,4.314
4179380,5924,15.893,4.517
4179489,5820,16.906,4.476
4179586,5678,16.167,4.527
4179588,5926,16.862,4.459
4179631,5909,14.473,4.485
4179643,5654,13.878,4.292
4179644,5638,16.202,4.234
4179652,5775,16.258,4.449
4179685,5855,15.572,4.520
4179711,5922,15.549,4.620
4179738,5778,16.733,4.471
4179763,5654,15.705,4.444
4179785,5681,16.908,4.598
4179898,5813,14.503,4.448
4179903,5697,15.709,4.367
4179925,5772,15.317,4.505
4179961,5908,15.739,4.331
4179963,5754,15.939,4.578
4180022,5703,16.298,4.542
4180215,5815,15.438,4.412
4180302,5803,14.931,4.221
4180305,5880,16.755,4.557
4180353,5657,14.403,4.303
4180406,5773,16.425,4.237
4180456,5722,15.950,4.557
4180463,5826,16.610,4.398
4180496,5781,15.135,4.299
4180558,5704,16.689,4.685
4180616,5819,15.860,4.426
4180692,5685,15.659,4.616
4180718,5767,15.650,4.713
4180772,5874,14.552,4.387
4180851,5782,14.638,4.321
4180952,5748,16.673,4.666
4180965,5837,14.459,4.452
4180978,5820,14.515,4.530
4181011,5912,16.947,4.265
4181052,5789,13.587,4.230
4181055,5738,16.980,4.354
4181085,5812,14.435,4.588
4181118,5848,16.826,4.510
4181136,5899,14.713,4.325
4181320,5870,15.910,4.242
4181359,5872,16.213,4.394
4181366,5822,16.680,4.674
4181372,5811,14.604,4.302
4181402,5810,14.121,4.377
4181477,5639,16.459,4.319
4181526,5852,16.949,4.748
4181540,5705,16.936,4.357
4181542,5831,16.629,4.305
4181559,5805,15.988,4.486
4181566,5699,16.403,4.313
4181586,5764,16.335,4.602
4181595,5666,15.124,4.218
4181635,5845,16.957,5.154
4181647,5665,15.820,4.383
4181671,5824,15.498,4.232
4181685,5699,16.491,4.370
4181710,5717,15.668,4.528
4181969,5744,16.247,4.550
4241203,5636,15.583,4.857
4241305,5739,16.936,4.368
4241321,5688,13.818,4.242
4241355,5873,16.695,4.286
4241360,5851,16.557,4.296
4241429,5801,16.856,4.338
4241436,5883,14.995,4.295
4241464,5655,16.568,4.356
4241495,5632,12.686,4.582
4241539,5755,16.038,4.479
4241562,5888,15.479,4.454
4241613,5748,16.888,4.388
4241624,5669,16.906,4.356
4241648,5711,16.688,4.259
4241679,5729,16.553,4.422
4241684,5784,16.054,4.364
4241718,5676,16.073,4.325
4241742,5675,15.768,4.557
4241821,5925,16.059,4.310
4241862,5789,16.972,4.405
4241876,5874,14.201,4.637
4241885,5807,13.410,4.400
4241900,5730,13.320,4.561
4242083,5782,16.093,4.634
4242173,5686,12.511,4.470
4242241,5879,16.834,4.333
4242250,5786,16.521,4.314
4242269,5795,16.457,4.289
4242282,5845,16.501,4.564
4242283,5790,16.196,4.509
4242370,5648,15.006,4.349
4242463,5685,15.376,4.778
4242476,5673,15.223,4.449
4242478,5715,16.322,4.591
4242488,5658,16.370,4.518
4242491,5805,13.271,4.540
4242542,5820,16.811,4.413
4242670,5666,16.094,4.343
4242805,5875,15.388,4.470
4242924,5692,15.520,4.233
4242974,5889,16.959,4.339
4243041,5877,15.170,4.272
4243046,5629,16.814,4.440
4243084,5928,16.478,4.247
4243131,5758,16.515,4.277
4243141,5764,13.931,4.228
4243180,5878,16.562,4.267
4243275,5805,15.859,4.452
4243306,5878,14.501,4.248
4243316,5924,16.655,4.260
4243342,5787,14.175,4.250
4243398,5732,14.006,4.227
4243406,5831,16.810,4.308
4243412,5842,16.398,4.532
4243429,5840,16.593,4.439
4243446,5859,15.849,4.225
4243474,5732,16.997,4.299
4243550,5866,16.152,4.514
4243573,5675,16.079,4.423
4243599,5768,16.818,4.270
4243636,5666,16.659,4.293
4243639,5903,14.020,4.247
4243686,5669,14.321,4.243
4243726,5650,16.378,4.566
4243800,5692,16.398,4.392
4243862,5928,16.543,4.259
4243896,5846,16.762,4.408
4243986,5771,16.942,4.284
4244000,5887,15.411,4.212
4244064,5697,16.597,4.320
4244112,5782,15.236,4.220
4244165,5855,15.673,4.219
4244180,5731,15.889,4.605
4244182,5703,16.835,4.354
4244183,5694,12.356,4.289
4244346,5680,16.503,4.547
4244377,5836,14.231,4.381
4244573,5633,15.641,4.626
4244593,5660,16.979,4.412
4244684,5688,15.912,4.628
4244695,5686,15.968,4.577
4244758,5796,16.307,4.493
4244850,5828,15.616,4.484
4244929,5857,15.064,4.707
4244941,5885,16.546,4.259
4244986,5875,16.304,4.440
4245236,5794,14.673,4.438
4245284,5865,16.602,4.407
4245356,5703,16.827,4.433
4245368,5782,16.770,4.370
4245392,5692,16.927,4.397
4245394,5862,15.601,4.342
4245468,5787,14.475,4.257
4245517,5797,14.056,4.239
4245558,5683,16.184,4.403
4245564,5748,15.704,4.574
4245774,5693,15.753,4.358
4245813,5695,16.934,4.285
4245871,5910,14.500,4.472
4245891,5630,15.419,4.663
4245902,5698,12.511,4.571
4245904,5684,16.585,4.348
4245981,5712,15.793,4.215
4246039,5809,16.625,4.337
4246055,5651,14.794,4.263
4246130,5883,16.938,4.322
4246244,5898,16.982,4.345
4246348,5881,13.941,4.232
4246449,5661,16.223,4.527
4246784,5798,16.283,4.336
4246793,5699,16.393,4.413
4246871,5654,13.207,4.455
4246875,5872,14.784,4.414
4246945,5645,14.984,4.532
4247659,5800,15.472,4.290
4247784,5670,15.969,4.276
4247832,5914,12.996,4.276
4247880,5734,16.967,4.385
4247936,5801,15.615,4.479
4248054,5816,16.892,4.260
4248111,5671,16.452,4.340
4248380,5675,15.550,4.249
4248541,5651,15.100,4.398
4248666,5919,16.093,4.242
4248869,5776,16.925,4.331
4248871,5664,13.494,4.310
4248919,5716,16.907,4.223
4248982,5675,13.475,4.276
4248987,5837,16.031,4.445
4249058,5756,16.189,4.248
4249089,5898,16.171,4.295
4249118,5679,16.951,4.329
4249195,5699,16.968,4.315
4249233,5681,14.536,4.323
4249253,5687,16.129,4.556
4249284,5717,15.853,4.456
4249298,5924,16.521,4.327
4249324,5758,16.732,4.338
4249362,5882,16.985,4.530
4249411,5890,16.637,4.311
4249447,5721,16.941,4.321
4249489,5677,16.833,4.322
4249580,5675,16.510,4.339
4249597,5729,15.441,4.385
4249675,5795,15.891,4.254
4249695,5915,16.333,4.294
4249742,5801,14.725,4.421
4249758,5797,15.683,4.298
4249781,5746,16.217,4.611
4249796,5924,16.108,4.201
4249797,5689,15.420,4.446
4249900,5704,16.774,4.317
4249991,5677,16.198,4.262
4250036,5794,16.930,4.418
4252066,5678,15.869,4.323
4252143,5709,16.743,4.413
4252211,5670,16.356,4.221
4252322,5675,13.311,4.201
4252378,5779,16.213,4.528
4252381,5796,16.065,4.405
4252390,5691,13.944,4.377
4252416,5705,16.932,4.421
4252421,5768,16.372,4.371
4252464,5839,15.024,4.310
4252514,5653,16.232,4.329
4252531,5813,16.545,4.306
4252554,5675,14.292,4.575
4252613,5802,16.983,4.514
4252633,5797,16.409,4.399
4252671,5828,13.047,4.348
4252720,5823,16.387,4.359
4252774,5790,14.014,4.527
4252802,5663,16.549,4.514
4252841,5769,15.459,4.530
4252873,5649,14.506,4.335
4252901,5925,15.349,4.314
4252936,5822,16.368,4.577
4253009,5670,15.929,4.246
4253067,5631,16.839,4.301
4253085,5846,16.861,4.276
4253120,5848,16.259,4.292
4253160,5717,12.977,4.322
4253287,5888,14.856,4.454
4253307,5680,16.493,4.607
4253362,5888,14.912,4.261
4253396,5880,15.989,4.296
4253442,5656,16.417,4.326
4253515,5721,13.973,4.430
4253521,5851,16.294,4.803
4253550,5841,16.704,4.349
4253574,5827,16.457,4.352
4253599,5631,16.235,4.349
4253640,5728,15.477,4.338
4253680,5869,16.064,4.311
4253689,5818,14.207,4.690
4253694,5841,14.289,4.503
4253699,5791,15.205,4.495
4253713,5787,15.741,4.419
4253751,5854,16.099,4.353
4253792,5764,16.271,4.239
4253818,5628,15.598,4.706
4253845,5780,16.913,4.240
4253873,5689,15.765,4.413
4253928,5870,16.772,4.597
